Downloaded from FDA Regulatory Status of Color Additives; http://hfpappexternal.fda.gov/scripts/fdcc/?set=ColorAdditives; Last updated 2/14/2025; downloaded 4/11/2025.

"See End Note descriptions at https://www.hfpappexternal.fda.gov/scripts/fdcc/index.cfm?set=ColorAdditives."

CAS Reg No or other ID code,Color,See also,EEC No,Status,Use,Former use,RESTRICTIONS,End Notes Detail,END NOTES,Other names,RegnumCA1,RegnumCA2,RegnumCA3,RegnumCA4,RegnumCA5,RegnumCA6,RegnumO1,RegnumO2,RegnumO3,RegnumO4,RegnumO5,RegnumO6,RegnumO7,RegnumO8,RegnumO9,RegnumO10,RegnumO11,RegnumO12,RegnumO13,Citation 1a,Date FR 1a inc estimates,Text2 Date Actual FR 1a,Action 1a,Citation 1b,Date FR 1b,Action 1b,Citation 1c,Date FR 1c,Action 1c,Citation 1d,Date FR 1d,Action 1d,Citation 1e,Date FR 1e,Action 1e,Limitations 1,Citation 2a,Date FR 2a,Action 2a,Citation 2b,Date FR 2b,Action 2b,Citation 2c,Date FR 2c,Action 2c,Citation 2d,Date FR 2d,Action 2d,Citation 2e,Date FR 2e,Action 2e,Limitations 2,Citation 3a,Date FR 3a,Action 3a,Citation 3b,Date FR 3b,Action 3b,Citation 3c,Date FR 3c,Action 3c,Citation 3d,Date FR 3d,Action 3d,Limitations 3,Citation 4a,Date FR 4a,Action 4a,Citation 4b,Date FR 4b,Action 4b,Citation 4c,Date FR 4c,Action 4c,Citation 4d,Date FR 4d,Action 4d,Citation 4e,Date FR 4e,Action 4e,Citation 4f,Date FR 4f,Action 4f,Limitations 4,Citation 5a,Date FR 5a,Action 5a,Citation 5b,Date FR 5b,Action 5b,Citation 5c,Date FR 5c,Action 5c,Citation 5d,Date FR 5d,Action 5d,Citation 5e,Date FR 5e,Action 5e,Citation 5f,Date FR 5f,Action 5f,Limitations 5,Citation 6a,Date FR 6a,Action 6a,Citation 6b,Date FR 6b,Action 6b,Citation 6c,Date FR 6c,Action 6c,Citation 6d,Date FR 6d,Action 6d,Citation 6e,Date FR 6e,Action 6e,Limitations 6,Citation 7a,Date FR 7a,Action 7a,Citation 7b,Date FR 7b,Action 7b,Citation 7c,Date FR 7c,Action 7c,Citation 7d,Date FR 7d,Action 7d,Limitations 7,Citation 8a,Date FR 8a,Action 8a,Citation 8b,Date FR 8b,Action 8b,Citation 8c,Date FR 8c,Action 8c,Citation 8d,Date FR 8d,Action 8d,Limitations 8,Citation 9a,Date FR 9a,Action 9a,Citation 9b,Date FR 9b,Action 9b,Citation 9c,Date FR 9c,Action 9C,Limitations 9,Citation 10a,Date FR 10a,Action 10a,Citation 10b,Date FR 10b,Action 10b,Citation 10c,Date FR 10c,Action 10c,Limitations 10,Citation 11a,Date FR 11a,Action 11a,Citation 11b,Date FR 11b,Action 11b,Citation 11c,Date FR 11c,Action 11c,Limitations 11,Citation 12a,Date FR 12a,Action 12a,Citation 12b,Date FR 12b,Action 12b,Action 12c,Date FR 12c,Citation 12c,Limitations 12,Citation 13a,Date FR 13a,Action 13a,Citation 13b,Date FR 13b,Action 13b,Citation 13c,Date FR 13c,Action 13c,Limitations 13
" 8031-18-3"," Fuller's Earth",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",," &diams; FLORIDIN",,,,,,,,,,,,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation"," 29 FR 17089",12/15/1964," Delisting"," 29 FR 17089",12/15/1964," Last use date",,,,,,," Provisional cosmetic use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 519-34-6"," Fustic",,," Delisted, formerly exempt from certification"," None"," formerly Drugs",," none",,,,,,,,,,,,,,,,,,,,,," 28 FR 317",01/11/1963,," Provisional Regulation"," 37 FR 3896",02/24/1972," Delisting"," 37 FR 3896",02/24/1972," Last use date",,,,,,," Provisional drug use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
," Gloss White",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",,,=T("82.3"),,,,,,,,,,,,,,,,,,," 26 FR 7578",08/16/1961,," Provisional Regulation"," 29 FR 17089",12/15/1964," Delisting"," 29 FR 17089",12/15/1964," Last use date",,,,,,," Provisional cosmetic use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 7440-57-5"," Gold",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",," &diams; C.I. 77480<br />&diams; C.I. PIGMENT METAL 3<br />&diams; PIGMENT METAL 3",,,,,,,,,,,,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation"," 41 FR 41855",09/23/1976," Delisting"," 41 FR 41855",09/23/1976," Last use date: Oct 26, 1976",,,,,,," Provisional cosmetic use. No interest."," 38 FR 21200",08/06/1973," Notice of filing."," 41 FR 41855",09/23/1976," Withdrawal. No interest.",,,,,,,,,," Externally applied cosmetics. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 977091-57-8"," Grape Color Extract",,=T("163")," Permanently listed, exempt from certification"," Foods",," Nonbeverage food.",,=T("3"),,=T("73.169"),,,,,,,,,,,,,,,,,,," 44 FR 69731",12/04/1979,," Notice of Filing"," 46 FR 47532",09/29/1981," Final Rule"," 47 FR 16319",04/16/1982," Final Rule; confirmation of effective date",,,,,,," Non beverage food.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 11029-12-2"," Grape Skin Extract (Enocianina)",,=T("163")," Permanently listed, exempt from certification"," Foods",," Still & carbonated drinks &ades; beverage bases; alcoholic beverages (restr. 27 CFR Parts 4 & 5)"," none",,,=T("73.170"),,,,,,,,,,,,,,,,,,," 27 FR 5953",06/23/1962,," Provisional Regulation",,,,,,,,,,,,," Provisional food use."," 31 FR 4784",03/22/1966," Final Rule"," 31 FR 7172",05/17/1966," Final Rule; confirmation of effective date",,,,,,,,,," Coloring still and carbonated drinks and ades, beverage bases and alcoholic beverages.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 7782-42-5"," Graphite",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",," &diams; C.I. 77265<br />&diams; C.I. PIGMENT BLACK 10<br />&diams; MINERAL CARBON<br />&diams; PIGMENT BLACK 10<br />&diams; PLUMBAGO",=T("81.10"),,,,,,,,,,,,,,,,,,," 28 FR 317",01/11/1963,," Provisional Regulation"," 42 FR 60734",11/29/1977," Delisting"," 42 FR 60734",11/29/1977," Last use date",,,,,,," Provisional cosmetic use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 489-84-9"," Guaiazulene",,," Permanently listed, exempt from certification"," Cosmetics",," Externally applied cosmetics.",,=T("6")," &diams; 1,4-DIMETHYL-7-(1-METHYLETHYL)AZULENE<br />&diams;  7-ISOPROPYL-1,4-DIMETHYLAZULENE <br />&diams;  AZULENE, 1,4-DIMETHYL-7-(1-METHYLETHYL)- <br />&diams;  AZULENE, 7-ISOPROPYL-1,4-DIMETHYL-",=T("73.2180"),,,,,,,,,,,,,,,,,,," 26 FR 7578",08/16/1961,," Provisional Regulation",,,,,,,,,,,,," Provisional cosmetic use."," 38 FR 21200",08/06/1973," Notice of Filing"," 41 FR 52443",11/30/1976," Final Rule"," 42 FR 5971",02/01/1977," Final Rule; confirmation of effective date",,,,,,," External cosmetic use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 73-40-5"," Guanine",,," Permanently listed, exempt from certification"," Drugs, Cosmetics",," Externally applied drugs including eye area use. Cosmetics generally including eye area use.",," 5, 6"," &diams; 2-AMINO-1,7-DIHYDRO-6H-PURIN-6-ONE<br />&diams; 2-AMINOHYPOXANTHINE<br />&diams; 6H-PURIN-6-ONE, 2-AMINO-1,7-DIHYDRO-<br />&diams; C.I. 75170<br />&diams; C.I. NATURAL WHITE 1<br />&diams; MOTHER OF PEARL<br />&diams; NATURAL WHITE 1<br />&diams; PEARL ESSENCE",=T("73.1329"),=T("73.2329"),,,,,,,,,,,,,,,,,," 26 FR 7578",08/16/1961,," Provisional Regulation",,,,,,,,,,,,," Provisional cosmetic use."," 38 FR 21200",08/06/1973," Notice of Filing"," 42 FR 37536",06/22/1977," Final Rule"," 42 FR 46514",09/16/1977," Final Rule; confirmation of effective date",,,,,,," External drug and cosmetic general including eye area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 977176-72-9"," Haematococcus Algae Meal",,," Permanently listed, exempt from certification"," Foods",," Salmonid feed, NTE 80 mg/kg (72 g/ton) astaxanthin in finished feed.",,=T("1"),,=T("73.185"),,,,,,,,,,,,,,,,,,," 63 FR 18920",04/16/1998,," Notice of Filing"," 65 FR 41581",07/06/2000," Final Rule"," 65 FR 59717",10/06/2000," Final Rule; confirmation of effective date",,,,,,," In the feed of salmonid fish to enhance the color of their skin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
," Henna",,," Permanently listed, exempt from certification"," Cosmetics",," Coloring hair but not eyelashes, eyebrows, or eye area.",,=T("3")," &diams; LAWSONIA ALBA<br />&diams; LAWSONIA INERMIS<br />&diams; MIGNONETTE TREE",=T("73.2190"),,,,,,,,,,,,,,,,,,," 29 FR 15096",11/07/1964,," Notice of Filing"," 30 FR 7705",06/15/1965," Final Rule"," 30 FR 9764",08/05/1965," Final Rule; confirmation of effective date",,,,,,," Hair coloring (not including eye lashes, brows or generally in area of the eye.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1332-58-7"," Kaolin",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",," &diams; ARGILLA<br />&diams; BOLUS ALBA<br />&diams; CHINA CLAY<br />&diams; CHINA CLAY, ENGLISH<br />&diams; KAOLIN CLAY<br />&diams; PORCELAIN CLAY",,,,,,,=T("186.1256"),,,,,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation"," 41 FR 41855",09/23/1976," Delisting"," 41 FR 41855",09/23/1976," Last use date: Oct 26, 1976",,,,,,," Provisional cosmetic use. No interest."," 38 FR 21200",08/06/1973," Notice of filing."," 41 FR 41855",09/23/1976," Withdrawal. No interest.",,,,,,,,,," Externally applied cosmetics. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 61790-53-2"," Kieselguhr (Diatomite)",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",,,,,,,,,,,,,,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation"," 29 FR 17089",12/15/1964," Delisting"," 29 FR 17089",12/15/1964," Last use date",,,,,,," Provisional cosmetic use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1302-83-6"," Lapis Lazuli (Lazurite)",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",,,,,,,,,,,,,,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation"," 29 FR 17089",12/15/1964," Delisting"," 29 FR 17089",12/15/1964," Last use date",,,,,,," Provisional cosmetic use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 301-04-2"," Lead Acetate",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",," &diams; ACETIC ACID, LEAD(2+) SALT<br />&diams; LEAD ACETATE, DIBASIC<br />&diams; LEAD DIACETATE",,,,,,,,,,,,,,,,,,,," 39 FR 9657",03/13/1974,," Provisional Regulation",,,,,,,,,,,,," Provisional use as a color component in hair dye."," 45 FR 72112",10/31/1980," Final rule"," 45 FR 72117",10/31/1980," Final rule; postponement of closing date"," 46 FR 15500",03/06/1981," Final rule; confirmation of effective date"," 46 FR 17758",03/20/1981," Correction"," 72 FR 10356",03/07/2007," Final rule; technical amendment"," Cosmetic for coloring hair (scalp only). Limited to 0.6% W/V Pb. Labeling requirements."," 82 FR 16321;",04/04/2017," Notice of petition"," 83 FR 54665",12/03/2018," Final rule"," 84 FR 12081",04/01/2019," Final Rule; reinstatement of listing"," 86 FR 56183",10/08/2021," Final Rule; response to objections, removal of adminstrative stay"," Termination of listing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 4485-12-5"," Lithium Stearate",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",," &diams; LITHIUM OCTADECANOATE<br />&diams; OCTADECANOIC ACID, LITHIUM SALT<br />&diams; STEARIC ACID, LITHIUM SALT",,,,,,,=T("175.300"),,,,,,,,,,,,," 26 FR 7578",08/16/1961,," Provisional Regulation"," 41 FR 41855",09/23/1976," Delisting"," 41 FR 41855",09/23/1976," Last use date: Oct 26, 1976",,,,,,," Provisional cosmetic use. No interest."," 38 FR 21200",08/06/1973," Notice of filing."," 41 FR 41855",09/23/1976," Withdrawal. No interest.",,,,,,,,,," Externally applied cosmetics. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1345-05-7"," Lithopone",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",," &diams; C.I. PIGMENT WHITE 5<br />&diams; C.I. 77115<br />&diams; PIGMENT WHITE 5<br />&diams; barium zinc sulfate sulfide",,,,,,,,,,,,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation"," 29 FR 17089",12/15/1964," Delisting"," 29 FR 17089",12/15/1964," Last use date",,,,,,," Provisional cosmetic use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 8005-33-2"," Logwood",,," Permanently listed, exempt from certification"," Drugs",," For coloring nylon 66, nylon 6, or silk non-absorbable sutures; NTE 1% general and ophthalmic surgery."," none",," &diams; LOGWOOD EXTRACT<br />&diams; C.I. 75290<br />&diams; C.I. NATURAL BLACK 1<br />&diams; HEMATINE<br />&diams; NATURAL BLACK 1",=T("73.1410"),,,,,,,,,,,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation",,,,,,,,,,,,," Provisional drug use. Suture use only."," 42 FR 52393",09/30/1977," Final rule"," 42 FR 62129",12/09/1977," Final rule; confirmation of effective date"," 43 FR 1490",01/10/1978," Correction",,,,,,," Sutures for general and ophthalmic surgery. Nylon6-1.0%, Silk-1.0%, Nylon6,6-1.0%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 8005-33-2"," Logwood (Bluewood, Campeche Wood)",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",,,,,,,,,,,,,,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation"," 29 FR 17089",12/15/1964," Delisting"," 29 FR 17089",12/15/1964," Last use date",,,,,,," Provisional cosmetic use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 977140-94-5; 8005-33-2"," Logwood Chips and Extracts",,," Delisted, formerly exempt from certification"," None"," formerly Foods",," none",,,,,,,,,,,,,,,,,,,,,," 27 FR 5953",06/23/1962,," Provisional Regulation"," 29 FR 17089",12/15/1964," Delisting"," 29 FR 17089",12/15/1964," Last use date",,,,,,," Provisional food use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
," Luminescent Zinc Sulfide",,," Permanently listed, exempt from certification"," Cosmetics",," Nail polish and externally applied facial makeup NTE 10% of final product for limited, occasional use.",,=T("6"),,=T("73.2995"),,,,,,,,,,,,,,,,,,," 62 FR 52136",10/06/1997,," Notice"," 65 FR 48375",08/08/2000," Final rule"," 65 FR 59717",10/06/2000," Final rule; confirmation of effective date"," 65 FR 60253",10/10/2000," Correction"," 65 FR 75158",12/01/2000," Correction"," In externally applied facial makeup preparations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=T("41855")," Magnesium Aluminum Silicate",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",," &diams; MAGNESIUM ALUMINUM SILICATE<br />&diams; ALUMINOSILICIC ACID, MAGNESIUM SALT<br />&diams; ALUMINUM DIMAGNESIUM TRISILICATE<br />&diams; ALUMINUM MAGNESIUM SILICATE<br />&diams; SILICIC ACID, ALUMINUM MAGNESIUM SALT",,,,,,,,,,,,,,,,,,,," 26 FR 7578",08/16/1961,," Provisional Regulation"," 41 FR 41855",09/23/1976," Delisting"," 41 FR 41855",09/23/1976," Last use date: Oct 26, 1976",,,,,,," Provisional cosmetic use. No interest."," 38 FR 21200",08/06/1973," Notice of filing."," 41 FR 41855",09/23/1976," Withdrawal. No interest.",,,,,,,,,," Externally applied cosmetics. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 546-93-0"," Magnesium Carbonate",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",," &diams; C.I. 77713<br />&diams; carbonic acid, magnesium salt (1:1)",,,,,,,,,,,,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation"," 40 FR 15087",04/04/1975," Delisting"," 40 FR 15087",04/04/1975," Last use date",,,,,,," Provisional cosmetic use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 557-04-0"," Magnesium Stearate",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",," &diams; MAGNESIUM OCTADECANOATE<br />&diams; OCTADECANOIC ACID, MAGNESIUM SALT<br />&diams; STEARIC ACID, MAGNESIUM SALT",,,,,,,=T("172.863"),=T("173.340"),=T("175.300"),=T("181.29"),=T("184.1440"),,,,,,,,," 26 FR 7578",08/16/1961,," Provisional Regulation"," 41 FR 41855",09/23/1976," Delisting"," 41 FR 41855",10/26/1976," Last use date: Oct 26, 1976",,,,,,," Provisional cosmetic use. No interest."," 38 FR 21200",08/06/1973," Notice of filing."," 41 FR 41855",09/23/1976," Withdrawal. No interest.",,,,,,,,,," Externally applied cosmetics. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 14987-04-3"," Magnesium Trisilicate",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",,,,,,,,,,,,,,,,,,,,,," 26 FR 7578",08/16/1961,," Provisional Regulation"," 40 FR 15087",04/04/1975," Delisting"," 40 FR 15087",04/04/1975," Last use date",,,,,,," Provisional cosmetic use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1309-48-4"," Magnesium Oxide",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",," &diams; calcined magnesia<br />&diams; magnesium oxide (MgO)",,,,,,,=T("178.1010"),=T("178.3297"),=T("184.1431"),,,,,,,,,,," 26 FR 7578",08/16/1961,," Provisional Regulation"," 40 FR 15087",04/04/1975," Delisting"," 40 FR 15087",04/04/1975," Last use date",,,,,,," Provisional cosmetic use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
," Metallic Salts",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",,,,,,,,,,,,,,,,,,,,,," 38 FR 2996",01/31/1973,," Notice"," 38 FR 2996",01/31/1973," Provisional Listing"," 38 FR 7006",03/15/1973," Postponement of closing dates of provisional listing"," 39 FR 9657",03/13/1974," Delisting"," 39 FR 9657",03/13/1974," Last use date"," Provisional cosmetic use. Delisted for cosmetic use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 91-44-1"," 4-Methyl-7-Diethylaminocoumarin",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",,,,,,,,,,,,,,,,,,,,,," 26 FR 7578",08/16/1961,," Provisional Regulation"," 29 FR 17089",12/15/1964," Delisting"," 29 FR 17089",12/15/1964," Last use date",,,,,,," Provisional cosmetic use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 90-33-5"," &beta;-methylumbelliferone",,," Delisted, formerly exempt from certification"," None"," formerly Cosmetics",," none",,,,,,,,,,,,,,,,,,,,,," 26 FR 7578",08/16/1961,," Provisional Regulation"," 29 FR 17089",12/15/1964," Delisting"," 29 FR 17089",12/15/1964," Last use date",,,,,,," Provisional cosmetic use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
